feature_name,importance,importance_percent,category,source,live_field,derivation,production_candidate,reason
id_31__freq,0.00078793,0.078793,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_31,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_32,0.00261296,0.261296,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_32,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_33__freq,0.00085786,0.085786,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_33,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_34__freq,0.00136904,0.136904,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_34,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_35__freq,0.00118233,0.118233,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_35,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_36__freq,0.00167309,0.167309,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_36,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_37__freq,0.00083309,0.083309,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_37,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
id_38__freq,0.00141728,0.141728,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_38,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
DeviceType__freq,0.00153646,0.153646,A,Live Transaction Input + Precomputed Map,device_id / device_type,Frequency lookup of device type category,True,Mapped directly from current live input and encoded via training artifact frequency map.
DeviceInfo__freq,0.0011874,0.11874,A,Live Transaction Input + Precomputed Map,device_id,Frequency lookup of device_id string,True,Mapped directly from current live input and encoded via training artifact frequency map.
day_index,0.00118014,0.118014,A,Live Transaction Input,transaction_timestamp,float(dt.timetuple().tm_yday),True,Directly provided in live transaction API request or deterministically transformed from payload.
hour,0.00074941,0.074941,A,Live Transaction Input,transaction_timestamp,float(dt.hour),True,Directly provided in live transaction API request or deterministically transformed from payload.
weekday_index,0.00057134,0.057134,A,Live Transaction Input,transaction_timestamp,float(dt.weekday()),True,Directly provided in live transaction API request or deterministically transformed from payload.
is_weekend,0.0006379,0.06379,A,Live Transaction Input,transaction_timestamp,"1.0 if weekday in (5, 6) else 0.0",True,Directly provided in live transaction API request or deterministically transformed from payload.
is_night,0.000462,0.0462,A,Live Transaction Input,transaction_timestamp,1.0 if hour < 6 else 0.0,True,Directly provided in live transaction API request or deterministically transformed from payload.
TransactionAmt_log,0.00115862,0.115862,A,Live Transaction Input,amount,log1p(amount),True,Directly provided in live transaction API request or deterministically transformed from payload.
TransactionAmt_cents,0.00090319,0.090319,A,Live Transaction Input,amount,"round(amount % 1, 2)",True,Directly provided in live transaction API request or deterministically transformed from payload.
missing_count,0.00084607,0.084607,A,Live Transaction Input,transaction payload completeness,Total count of unprovided/missing input fields,True,Directly provided in live transaction API request or deterministically transformed from payload.
card1_addr1__freq,0.00117307,0.117307,A,Live Transaction Input + Precomputed Map,"card_id, address_id",Frequency lookup of tuple key f'{card_id}_{address_id}',True,Mapped directly from current live input and encoded via training artifact frequency map.
card1_email__freq,0.00111034,0.111034,A,Live Transaction Input + Precomputed Map,"card_id, email_domain",Frequency lookup of tuple key f'{card_id}_{email_domain}',True,Mapped directly from current live input and encoded via training artifact frequency map.
card1_ProductCD__freq,0.00161837,0.161837,A,Live Transaction Input + Precomputed Map,"card_id, product_code",Frequency lookup of tuple key f'{card_id}_{product_code}',True,Mapped directly from current live input and encoded via training artifact frequency map.
uid__freq,0.00087224,0.087224,A,Live Transaction Input + Precomputed Map,"product_code, card_id, address_id",Frequency lookup of composite entity UID key,True,Mapped directly from current live input and encoded via training artifact frequency map.
uid_past_count,0.00083546,0.083546,B,Supabase History (fraud_transactions / fraud_entity_state),"customer_id, amount, transaction_timestamp",COUNT(transactions) where customer_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase history with strict anti-leakage temporal filter (ts < current_ts).
uid_past_mean_amt,0.00076618,0.076618,B,Supabase History (fraud_transactions / fraud_entity_state),"customer_id, amount, transaction_timestamp",AVG(amount) where customer_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase history with strict anti-leakage temporal filter (ts < current_ts).
uid_past_std_amt,0.00062635,0.062635,B,Supabase History (fraud_transactions / fraud_entity_state),"customer_id, amount, transaction_timestamp",STDDEV(amount) where customer_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase history with strict anti-leakage temporal filter (ts < current_ts).
uid_amount_ratio,0.00086067,0.086067,B,Supabase History (fraud_transactions / fraud_entity_state),"customer_id, amount, transaction_timestamp",amount / (uid_past_mean_amt + 1e-5),True,Directly derivable from point-in-time Supabase history with strict anti-leakage temporal filter (ts < current_ts).
uid_is_new,0.00078092,0.078092,B,Supabase History (fraud_transactions / fraud_entity_state),"customer_id, amount, transaction_timestamp",1.0 if uid_past_count == 0 else 0.0,True,Directly derivable from point-in-time Supabase history with strict anti-leakage temporal filter (ts < current_ts).
card1_past_count,0.00098454,0.098454,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, amount, transaction_timestamp",COUNT(transactions) where card_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card history with strict anti-leakage temporal filter.
card1_past_mean_amt,0.00131615,0.131615,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, amount, transaction_timestamp",AVG(amount) where card_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card history with strict anti-leakage temporal filter.
card1_past_std_amt,0.00099669,0.099669,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, amount, transaction_timestamp",STDDEV(amount) where card_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card history with strict anti-leakage temporal filter.
card1_amount_ratio,0.00092218,0.092218,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, amount, transaction_timestamp",amount / (card1_past_mean_amt + 1e-5),True,Directly derivable from point-in-time Supabase card history with strict anti-leakage temporal filter.
card1_is_new,0.00101076,0.101076,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, amount, transaction_timestamp",1.0 if card1_past_count == 0 else 0.0,True,Directly derivable from point-in-time Supabase card history with strict anti-leakage temporal filter.
card1_addr1_past_count,0.00092771,0.092771,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, address_id, amount, transaction_timestamp",COUNT(transactions) where card_id = current AND address_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card+address history with strict anti-leakage filter.
card1_addr1_past_mean_amt,0.00107258,0.107258,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, address_id, amount, transaction_timestamp",AVG(amount) where card_id = current AND address_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card+address history with strict anti-leakage filter.
card1_addr1_past_std_amt,0.00091118,0.091118,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, address_id, amount, transaction_timestamp",STDDEV(amount) where card_id = current AND address_id = current AND ts < current_ts,True,Directly derivable from point-in-time Supabase card+address history with strict anti-leakage filter.
card1_addr1_amount_ratio,0.00080668,0.080668,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, address_id, amount, transaction_timestamp",amount / (card1_addr1_past_mean_amt + 1e-5),True,Directly derivable from point-in-time Supabase card+address history with strict anti-leakage filter.
card1_addr1_is_new,0.00088345,0.088345,B,Supabase History (fraud_transactions / fraud_entity_state),"card_id, address_id, amount, transaction_timestamp",1.0 if card1_addr1_past_count == 0 else 0.0,True,Directly derivable from point-in-time Supabase card+address history with strict anti-leakage filter.
